date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:29:30	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2014%20Aug%202009%2006:14:28%20GMT	http://static.naver.com/common/comment/bg_pattern_x.gif	C:/Users/Administrator/Desktop/HTTrack/Door/static.naver.com/common/comment/bg_pattern_x.gif	(from http://door.deu.ac.kr/content/css/comment.css)
19:29:30	2152/2152	---M--	200	added ('OK')	image/gif	date:Fri,%2014%20Aug%202009%2009:19:22%20GMT	http://static.naver.com/common/comment/bg_sprite_select.gif	C:/Users/Administrator/Desktop/HTTrack/Door/static.naver.com/common/comment/bg_sprite_select.gif	(from http://door.deu.ac.kr/content/css/comment.css)
19:29:31	7069/7069	---M--	200	added ('OK')	image/gif	date:Thu,%2020%20Jun%202013%2013:43:38%20GMT	http://static.naver.com/common/comment/bg_sprite_btn.gif	C:/Users/Administrator/Desktop/HTTrack/Door/static.naver.com/common/comment/bg_sprite_btn.gif	(from http://door.deu.ac.kr/content/css/comment.css)
19:29:31	372/372	---M--	200	added ('OK')	image/gif	etag:%22ee102ed524a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_gage.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_gage.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:31	63/63	---M--	200	added ('OK')	image/gif	etag:%222194cdd424a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_gage_on2.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_gage_on2.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:31	492/492	---M--	200	added ('OK')	image/gif	etag:%2255db45d424a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_starpoint_off.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_starpoint_off.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:32	705/705	---M--	200	added ('OK')	image/gif	etag:%22974891d424a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_starpoint_on.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_starpoint_on.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:32	108/108	---M--	200	added ('OK')	image/gif	etag:%22256629d424a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_layer_edge.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_layer_edge.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:32	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20May%202021%2010:28:25%20GMT	http://door.deu.ac.kr/content/css/img/bg_border_corner.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/css/img/bg_border_corner.gif	(from http://door.deu.ac.kr/content/css/etc.css)
19:29:32	234/234	---M--	200	added ('OK')	image/gif	etag:%22c0532bd524a3d51:0%22	http://door.deu.ac.kr/content/images/common/bg_border_corner2.gif	C:/Users/Administrator/Desktop/HTTrack/Door/door.deu.ac.kr/content/images/common/bg_border_corner2.gif	(from http://door.deu.ac.kr/content/css/etc.css)
